area,date,waste_type,weight
Boralesgamuwa UC,2012-01-01,MSW,17340
Boralesgamuwa UC,2012-01-02,MSW,25980
Boralesgamuwa UC,2012-01-03,MSW,29220
Boralesgamuwa UC,2012-01-04,MSW,7450
Boralesgamuwa UC,2012-01-05,MSW,10520
Boralesgamuwa UC,2012-01-06,MSW,29260
Boralesgamuwa UC,2012-01-07,MSW,11820
Boralesgamuwa UC,2012-01-08,MSW,20680
Boralesgamuwa UC,2012-01-09,MSW,23940
Boralesgamuwa UC,2012-01-10,MSW,23330
Boralesgamuwa UC,2012-01-11,MSW,21590
Boralesgamuwa UC,2012-01-12,MSW,25340
Boralesgamuwa UC,2012-01-13,MSW,22270
Boralesgamuwa UC,2012-01-14,MSW,15710
Boralesgamuwa UC,2012-01-15,MSW,11870
Boralesgamuwa UC,2012-01-16,MSW,23560
Boralesgamuwa UC,2012-01-17,MSW,22890
Boralesgamuwa UC,2012-01-18,MSW,27120
Boralesgamuwa UC,2012-01-19,MSW,30750
Boralesgamuwa UC,2012-01-20,MSW,20460
Boralesgamuwa UC,2012-01-21,MSW,17470
Boralesgamuwa UC,2012-01-22,MSW,10640
Boralesgamuwa UC,2012-01-23,MSW,21490
Boralesgamuwa UC,2012-01-24,MSW,16470
Boralesgamuwa UC,2012-01-25,MSW,21840
Boralesgamuwa UC,2012-01-26,MSW,32950
Boralesgamuwa UC,2012-01-27,MSW,25050
Boralesgamuwa UC,2012-01-28,MSW,17420
Boralesgamuwa UC,2012-01-29,MSW,11400
Boralesgamuwa UC,2012-01-30,MSW,22230
Boralesgamuwa UC,2012-01-31,MSW,22400
Boralesgamuwa UC,2012-02-01,MSW,17780
Boralesgamuwa UC,2012-02-02,MSW,29190
Boralesgamuwa UC,2012-02-03,MSW,24360
Boralesgamuwa UC,2012-02-04,MSW,27120
Boralesgamuwa UC,2012-02-05,MSW,42200
Boralesgamuwa UC,2012-02-06,MSW,7420
Boralesgamuwa UC,2012-02-07,MSW,25930
Boralesgamuwa UC,2012-02-08,MSW,35470
Boralesgamuwa UC,2012-02-09,MSW,11740
Boralesgamuwa UC,2012-02-10,MSW,32830
Boralesgamuwa UC,2012-02-11,MSW,34760
Boralesgamuwa UC,2012-02-12,MSW,7300
Boralesgamuwa UC,2012-02-13,MSW,21390
Boralesgamuwa UC,2012-02-14,MSW,24330
Boralesgamuwa UC,2012-02-15,MSW,30060
Boralesgamuwa UC,2012-02-16,MSW,32760
Boralesgamuwa UC,2012-02-17,MSW,30310
Boralesgamuwa UC,2012-02-18,MSW,17980
Boralesgamuwa UC,2012-02-19,MSW,12360
Boralesgamuwa UC,2012-02-20,MSW,19970
Boralesgamuwa UC,2012-02-21,MSW,24880
Boralesgamuwa UC,2012-02-22,MSW,32840
Boralesgamuwa UC,2012-02-23,MSW,23340
Boralesgamuwa UC,2012-02-24,MSW,23580
Boralesgamuwa UC,2012-02-25,MSW,13570
Boralesgamuwa UC,2012-02-26,MSW,7470
Boralesgamuwa UC,2012-02-27,MSW,24290
Boralesgamuwa UC,2012-02-28,MSW,33100
Boralesgamuwa UC,2012-02-29,MSW,29940
Boralesgamuwa UC,2012-03-01,MSW,30020
Boralesgamuwa UC,2012-03-02,MSW,22590
Boralesgamuwa UC,2012-03-03,MSW,15700
Boralesgamuwa UC,2012-03-04,MSW,26990
Boralesgamuwa UC,2012-03-05,MSW,37440
Boralesgamuwa UC,2012-03-06,MSW,21330
Boralesgamuwa UC,2012-03-07,MSW,24420
Boralesgamuwa UC,2012-03-08,MSW,18020
Boralesgamuwa UC,2012-03-09,MSW,30020
Boralesgamuwa UC,2012-03-10,MSW,31170
Boralesgamuwa UC,2012-03-11,MSW,34820
Boralesgamuwa UC,2012-03-12,MSW,24110
Boralesgamuwa UC,2012-03-13,MSW,30190
Boralesgamuwa UC,2012-03-14,MSW,27770
Boralesgamuwa UC,2012-03-15,MSW,27160
Boralesgamuwa UC,2012-03-16,MSW,24740
Boralesgamuwa UC,2012-03-17,MSW,13850
Boralesgamuwa UC,2012-03-18,MSW,6580
Boralesgamuwa UC,2012-03-19,MSW,28260
Boralesgamuwa UC,2012-03-20,MSW,22660
Boralesgamuwa UC,2012-03-21,MSW,28270
Boralesgamuwa UC,2012-03-22,MSW,26820
Boralesgamuwa UC,2012-03-23,MSW,26250
Boralesgamuwa UC,2012-03-24,MSW,19170
Boralesgamuwa UC,2012-03-25,MSW,8920
Boralesgamuwa UC,2012-03-26,MSW,26270
Boralesgamuwa UC,2012-03-27,MSW,30050
Boralesgamuwa UC,2012-03-28,MSW,28410
Boralesgamuwa UC,2012-03-29,MSW,29450
Boralesgamuwa UC,2012-03-30,MSW,22790
Boralesgamuwa UC,2012-03-31,MSW,20560
Boralesgamuwa UC,2012-04-01,MSW,35210
Boralesgamuwa UC,2012-04-02,MSW,14470
Boralesgamuwa UC,2012-04-03,MSW,11380
Boralesgamuwa UC,2012-04-04,MSW,24370
Boralesgamuwa UC,2012-04-05,MSW,36350
Boralesgamuwa UC,2012-04-06,MSW,8200
Boralesgamuwa UC,2012-04-07,MSW,41000
Boralesgamuwa UC,2012-04-08,MSW,24010
Boralesgamuwa UC,2012-04-09,MSW,13120
Boralesgamuwa UC,2012-04-10,MSW,25290
Boralesgamuwa UC,2012-04-11,MSW,16600
Boralesgamuwa UC,2012-04-12,MSW,34750
Boralesgamuwa UC,2012-04-13,MSW,8940
Boralesgamuwa UC,2012-04-14,MSW,3810
Boralesgamuwa UC,2012-04-15,MSW,10750
Boralesgamuwa UC,2012-04-16,MSW,19090
Boralesgamuwa UC,2012-04-17,MSW,31020
Boralesgamuwa UC,2012-04-18,MSW,31470
Boralesgamuwa UC,2012-04-19,MSW,33350
Boralesgamuwa UC,2012-04-20,MSW,30740
Boralesgamuwa UC,2012-04-21,MSW,23160
Boralesgamuwa UC,2012-04-22,MSW,8110
Boralesgamuwa UC,2012-04-23,MSW,26720
Boralesgamuwa UC,2012-04-24,MSW,14320
Boralesgamuwa UC,2012-04-25,MSW,33520
Boralesgamuwa UC,2012-04-26,MSW,34100
Boralesgamuwa UC,2012-04-27,MSW,41100
Boralesgamuwa UC,2012-04-28,MSW,28350
Boralesgamuwa UC,2012-04-29,MSW,5570
Boralesgamuwa UC,2012-04-30,MSW,29830
Boralesgamuwa UC,2012-05-01,MSW,28590
Boralesgamuwa UC,2012-05-02,MSW,10280
Boralesgamuwa UC,2012-05-03,MSW,26560
Boralesgamuwa UC,2012-05-04,MSW,23800
Boralesgamuwa UC,2012-05-05,MSW,11480
Boralesgamuwa UC,2012-05-06,MSW,36710
Boralesgamuwa UC,2012-05-07,MSW,31880
Boralesgamuwa UC,2012-05-08,MSW,9740
Boralesgamuwa UC,2012-05-09,MSW,28260
Boralesgamuwa UC,2012-05-10,MSW,27110
Boralesgamuwa UC,2012-05-11,MSW,29740
Boralesgamuwa UC,2012-05-12,MSW,27620
Boralesgamuwa UC,2012-05-13,MSW,11680
Boralesgamuwa UC,2012-05-14,MSW,24510
Boralesgamuwa UC,2012-05-15,MSW,29740
Boralesgamuwa UC,2012-05-16,MSW,25230
Boralesgamuwa UC,2012-05-17,MSW,30690
Boralesgamuwa UC,2012-05-18,MSW,26930
Boralesgamuwa UC,2012-05-19,MSW,18030
Boralesgamuwa UC,2012-05-20,MSW,4870
Boralesgamuwa UC,2012-05-21,MSW,29960
Boralesgamuwa UC,2012-05-22,MSW,32310
Boralesgamuwa UC,2012-05-23,MSW,30250
Boralesgamuwa UC,2012-05-24,MSW,31680
Boralesgamuwa UC,2012-05-25,MSW,23510
Boralesgamuwa UC,2012-05-26,MSW,28700
Boralesgamuwa UC,2012-05-27,MSW,7690
Boralesgamuwa UC,2012-05-28,MSW,30070
Boralesgamuwa UC,2012-05-29,MSW,28740
Boralesgamuwa UC,2012-05-30,MSW,29680
Boralesgamuwa UC,2012-05-31,MSW,37080
Boralesgamuwa UC,2012-06-01,MSW,25530
Boralesgamuwa UC,2012-06-02,MSW,22690
Boralesgamuwa UC,2012-06-03,MSW,28180
Boralesgamuwa UC,2012-06-04,MSW,24730
Boralesgamuwa UC,2012-06-05,MSW,7490
Boralesgamuwa UC,2012-06-06,MSW,31910
Boralesgamuwa UC,2012-06-07,MSW,33710
Boralesgamuwa UC,2012-06-08,MSW,21950
Boralesgamuwa UC,2012-06-09,MSW,26670
Boralesgamuwa UC,2012-06-10,MSW,18980
Boralesgamuwa UC,2012-06-11,MSW,30980
Boralesgamuwa UC,2012-06-12,MSW,23610
Boralesgamuwa UC,2012-06-13,MSW,32490
Boralesgamuwa UC,2012-06-14,MSW,26030
Boralesgamuwa UC,2012-06-15,MSW,25410
Boralesgamuwa UC,2012-06-16,MSW,23490
Boralesgamuwa UC,2012-06-17,MSW,12880
Boralesgamuwa UC,2012-06-18,MSW,29080
Boralesgamuwa UC,2012-06-19,MSW,30200
Boralesgamuwa UC,2012-06-20,MSW,30790
Boralesgamuwa UC,2012-06-21,MSW,28670
Boralesgamuwa UC,2012-06-22,MSW,34460
Boralesgamuwa UC,2012-06-23,MSW,17390
Boralesgamuwa UC,2012-06-24,MSW,13690
Boralesgamuwa UC,2012-06-25,MSW,28090
Boralesgamuwa UC,2012-06-26,MSW,35700
Boralesgamuwa UC,2012-06-27,MSW,25730
Boralesgamuwa UC,2012-06-28,MSW,31400
Boralesgamuwa UC,2012-06-29,MSW,29360
Boralesgamuwa UC,2012-06-30,MSW,28870
Boralesgamuwa UC,2012-07-01,MSW,24330
Boralesgamuwa UC,2012-07-02,MSW,20690
Boralesgamuwa UC,2012-07-03,MSW,12760
Boralesgamuwa UC,2012-07-04,MSW,28000
Boralesgamuwa UC,2012-07-05,MSW,19970
Boralesgamuwa UC,2012-07-06,MSW,33890
Boralesgamuwa UC,2012-07-07,MSW,23630
Boralesgamuwa UC,2012-07-08,MSW,22550
Boralesgamuwa UC,2012-07-09,MSW,31170
Boralesgamuwa UC,2012-07-10,MSW,8980
Boralesgamuwa UC,2012-07-11,MSW,27320
Boralesgamuwa UC,2012-07-12,MSW,29480
Boralesgamuwa UC,2012-07-13,MSW,29250
Boralesgamuwa UC,2012-07-14,MSW,22550
Boralesgamuwa UC,2012-07-15,MSW,8890
Boralesgamuwa UC,2012-07-16,MSW,25380
Boralesgamuwa UC,2012-07-17,MSW,20870
Boralesgamuwa UC,2012-07-18,MSW,33660
Boralesgamuwa UC,2012-07-19,MSW,32180
Boralesgamuwa UC,2012-07-20,MSW,25950
Boralesgamuwa UC,2012-07-21,MSW,26540
Boralesgamuwa UC,2012-07-22,MSW,8840
Boralesgamuwa UC,2012-07-23,MSW,27860
Boralesgamuwa UC,2012-07-24,MSW,29030
Boralesgamuwa UC,2012-07-25,MSW,31870
Boralesgamuwa UC,2012-07-26,MSW,30050
Boralesgamuwa UC,2012-07-27,MSW,23340
Boralesgamuwa UC,2012-07-28,MSW,17770
Boralesgamuwa UC,2012-07-29,MSW,5180
Boralesgamuwa UC,2012-07-30,MSW,27670
Boralesgamuwa UC,2012-07-31,MSW,29540
Boralesgamuwa UC,2012-08-01,MSW,10940
Boralesgamuwa UC,2012-08-02,MSW,31910
Boralesgamuwa UC,2012-08-03,MSW,31060
Boralesgamuwa UC,2012-08-04,MSW,17330
Boralesgamuwa UC,2012-08-05,MSW,29850
Boralesgamuwa UC,2012-08-06,MSW,35870
Boralesgamuwa UC,2012-08-07,MSW,9220
Boralesgamuwa UC,2012-08-08,MSW,29360
Boralesgamuwa UC,2012-08-09,MSW,30070
Boralesgamuwa UC,2012-08-10,MSW,26640
Boralesgamuwa UC,2012-08-11,MSW,24670
Boralesgamuwa UC,2012-08-12,MSW,24070
Boralesgamuwa UC,2012-08-13,MSW,22970
Boralesgamuwa UC,2012-08-14,MSW,26210
Boralesgamuwa UC,2012-08-15,MSW,31960
Boralesgamuwa UC,2012-08-16,MSW,31300
Boralesgamuwa UC,2012-08-17,MSW,29920
Boralesgamuwa UC,2012-08-18,MSW,20920
Boralesgamuwa UC,2012-08-19,MSW,17050
Boralesgamuwa UC,2012-08-20,MSW,26480
Boralesgamuwa UC,2012-08-21,MSW,21900
Boralesgamuwa UC,2012-08-22,MSW,28350
Boralesgamuwa UC,2012-08-23,MSW,27630
Boralesgamuwa UC,2012-08-24,MSW,15150
Boralesgamuwa UC,2012-08-25,MSW,29630
Boralesgamuwa UC,2012-08-26,MSW,2460
Boralesgamuwa UC,2012-08-27,MSW,30000
Boralesgamuwa UC,2012-08-28,MSW,35040
Boralesgamuwa UC,2012-08-29,MSW,28900
Boralesgamuwa UC,2012-08-30,MSW,31390
Boralesgamuwa UC,2012-08-31,MSW,23840
Boralesgamuwa UC,2012-09-01,MSW,26940
Boralesgamuwa UC,2012-09-02,MSW,22130
Boralesgamuwa UC,2012-09-03,MSW,27960
Boralesgamuwa UC,2012-09-04,MSW,24150
Boralesgamuwa UC,2012-09-05,MSW,32010
Boralesgamuwa UC,2012-09-06,MSW,31080
Boralesgamuwa UC,2012-09-07,MSW,25760
Boralesgamuwa UC,2012-09-08,MSW,29180
Boralesgamuwa UC,2012-09-09,MSW,15470
Boralesgamuwa UC,2012-09-10,MSW,33790
Boralesgamuwa UC,2012-09-11,MSW,31410
Boralesgamuwa UC,2012-09-12,MSW,7080
Boralesgamuwa UC,2012-09-13,MSW,26890
Boralesgamuwa UC,2012-09-14,MSW,33270
Boralesgamuwa UC,2012-09-15,MSW,25300
Boralesgamuwa UC,2012-09-16,MSW,5350
Boralesgamuwa UC,2012-09-17,MSW,26390
Boralesgamuwa UC,2012-09-18,MSW,36350
Boralesgamuwa UC,2012-09-19,MSW,27040
Boralesgamuwa UC,2012-09-20,MSW,21610
Boralesgamuwa UC,2012-09-21,MSW,27290
Boralesgamuwa UC,2012-09-22,MSW,22190
Boralesgamuwa UC,2012-09-23,MSW,14660
Boralesgamuwa UC,2012-09-24,MSW,26510
Boralesgamuwa UC,2012-09-25,MSW,30670
Boralesgamuwa UC,2012-09-26,MSW,26650
Boralesgamuwa UC,2012-09-27,MSW,29670
Boralesgamuwa UC,2012-09-28,MSW,34610
Boralesgamuwa UC,2012-09-29,MSW,18330
Boralesgamuwa UC,2012-09-30,MSW,9710
Boralesgamuwa UC,2012-10-01,MSW,26010
Boralesgamuwa UC,2012-10-02,MSW,23140
Boralesgamuwa UC,2012-10-03,MSW,24060
Boralesgamuwa UC,2012-10-04,MSW,30250
Boralesgamuwa UC,2012-10-05,MSW,34220
Boralesgamuwa UC,2012-10-06,MSW,13390
Boralesgamuwa UC,2012-10-07,MSW,30040
Boralesgamuwa UC,2012-10-08,MSW,24610
Boralesgamuwa UC,2012-10-09,MSW,36270
Boralesgamuwa UC,2012-10-10,MSW,30310
Boralesgamuwa UC,2012-10-11,MSW,23550
Boralesgamuwa UC,2012-10-12,MSW,25010
Boralesgamuwa UC,2012-10-13,MSW,19160
Boralesgamuwa UC,2012-10-14,MSW,7610
Boralesgamuwa UC,2012-10-15,MSW,24400
Boralesgamuwa UC,2012-10-16,MSW,29930
Boralesgamuwa UC,2012-10-17,MSW,30000
Boralesgamuwa UC,2012-10-18,MSW,34940
Boralesgamuwa UC,2012-10-19,MSW,30670
Boralesgamuwa UC,2012-10-20,MSW,9680
Boralesgamuwa UC,2012-10-21,MSW,13930
Boralesgamuwa UC,2012-10-22,MSW,31300
Boralesgamuwa UC,2012-10-23,MSW,38340
Boralesgamuwa UC,2012-10-24,MSW,28100
Boralesgamuwa UC,2012-10-25,MSW,37880
Boralesgamuwa UC,2012-10-26,MSW,23140
Boralesgamuwa UC,2012-10-27,MSW,18130
Boralesgamuwa UC,2012-10-28,MSW,7790
Boralesgamuwa UC,2012-10-29,MSW,13670
Boralesgamuwa UC,2012-10-30,MSW,40760
Boralesgamuwa UC,2012-10-31,MSW,30380
Boralesgamuwa UC,2012-11-01,MSW,33040
Boralesgamuwa UC,2012-11-02,MSW,14500
Boralesgamuwa UC,2012-11-03,MSW,8810
Boralesgamuwa UC,2012-11-04,MSW,33660
Boralesgamuwa UC,2012-11-05,MSW,28800
Boralesgamuwa UC,2012-11-06,MSW,24330
Boralesgamuwa UC,2012-11-07,MSW,31840
Boralesgamuwa UC,2012-11-08,MSW,24070
Boralesgamuwa UC,2012-11-09,MSW,26490
Boralesgamuwa UC,2012-11-10,MSW,30360
Boralesgamuwa UC,2012-11-11,MSW,5550
Boralesgamuwa UC,2012-11-12,MSW,33150
Boralesgamuwa UC,2012-11-13,MSW,32960
Boralesgamuwa UC,2012-11-14,MSW,26710
Boralesgamuwa UC,2012-11-15,MSW,37310
Boralesgamuwa UC,2012-11-16,MSW,28510
Boralesgamuwa UC,2012-11-17,MSW,19510
Boralesgamuwa UC,2012-11-18,MSW,4230
Boralesgamuwa UC,2012-11-19,MSW,23480
Boralesgamuwa UC,2012-11-20,MSW,32690
Boralesgamuwa UC,2012-11-21,MSW,25560
Boralesgamuwa UC,2012-11-22,MSW,26360
Boralesgamuwa UC,2012-11-23,MSW,28750
Boralesgamuwa UC,2012-11-24,MSW,20490
Boralesgamuwa UC,2012-11-25,MSW,6700
Boralesgamuwa UC,2012-11-26,MSW,28970
Boralesgamuwa UC,2012-11-27,MSW,21090
Boralesgamuwa UC,2012-11-28,MSW,43850
Boralesgamuwa UC,2012-11-29,MSW,19030
Boralesgamuwa UC,2012-11-30,MSW,36760
Boralesgamuwa UC,2012-12-01,MSW,33900
Boralesgamuwa UC,2012-12-02,MSW,7580
Boralesgamuwa UC,2012-12-03,MSW,29930
Boralesgamuwa UC,2012-12-04,MSW,27770
Boralesgamuwa UC,2012-12-05,MSW,24190
Boralesgamuwa UC,2012-12-06,MSW,28050
Boralesgamuwa UC,2012-12-07,MSW,29950
Boralesgamuwa UC,2012-12-08,MSW,14450
Boralesgamuwa UC,2012-12-09,MSW,29890
Boralesgamuwa UC,2012-12-10,MSW,28420
Boralesgamuwa UC,2012-12-11,MSW,26870
Boralesgamuwa UC,2012-12-12,MSW,29560
Boralesgamuwa UC,2012-12-13,MSW,30330
Boralesgamuwa UC,2012-12-14,MSW,27000
Boralesgamuwa UC,2012-12-15,MSW,21990
Boralesgamuwa UC,2012-12-16,MSW,8520
Boralesgamuwa UC,2012-12-17,MSW,18410
Boralesgamuwa UC,2012-12-18,MSW,34600
Boralesgamuwa UC,2012-12-19,MSW,35330
Boralesgamuwa UC,2012-12-20,MSW,32550
Boralesgamuwa UC,2012-12-21,MSW,29430
Boralesgamuwa UC,2012-12-22,MSW,23180
Boralesgamuwa UC,2012-12-23,MSW,7710
Boralesgamuwa UC,2012-12-24,MSW,33850
Boralesgamuwa UC,2012-12-25,MSW,26620
Boralesgamuwa UC,2012-12-26,MSW,30830
Boralesgamuwa UC,2012-12-27,MSW,21210
Boralesgamuwa UC,2012-12-28,MSW,37700
Boralesgamuwa UC,2012-12-29,MSW,27130
Boralesgamuwa UC,2012-12-30,MSW,11820
Boralesgamuwa UC,2012-12-31,MSW,38500
Boralesgamuwa UC,2013-01-01,MSW,18240
Boralesgamuwa UC,2013-01-02,MSW,23150
Boralesgamuwa UC,2013-01-03,MSW,20450
Boralesgamuwa UC,2013-01-04,MSW,23720
Boralesgamuwa UC,2013-01-05,MSW,13610
Boralesgamuwa UC,2013-01-06,MSW,21900
Boralesgamuwa UC,2013-01-07,MSW,23100
Boralesgamuwa UC,2013-01-08,MSW,36470
Boralesgamuwa UC,2013-01-09,MSW,6810
Boralesgamuwa UC,2013-01-10,MSW,35040
Boralesgamuwa UC,2013-01-11,MSW,28750
Boralesgamuwa UC,2013-01-12,MSW,16820
Boralesgamuwa UC,2013-01-13,MSW,7260
Boralesgamuwa UC,2013-01-14,MSW,14540
Boralesgamuwa UC,2013-01-15,MSW,25850
Boralesgamuwa UC,2013-01-16,MSW,28840
Boralesgamuwa UC,2013-01-17,MSW,31340
Boralesgamuwa UC,2013-01-18,MSW,28600
Boralesgamuwa UC,2013-01-19,MSW,23080
Boralesgamuwa UC,2013-01-20,MSW,14170
Boralesgamuwa UC,2013-01-21,MSW,24690
Boralesgamuwa UC,2013-01-22,MSW,27980
Boralesgamuwa UC,2013-01-23,MSW,26020
Boralesgamuwa UC,2013-01-24,MSW,27290
Boralesgamuwa UC,2013-01-25,MSW,14340
Boralesgamuwa UC,2013-01-26,MSW,18440
Boralesgamuwa UC,2013-01-27,MSW,9570
Boralesgamuwa UC,2013-01-28,MSW,20340
Boralesgamuwa UC,2013-01-29,MSW,34490
Boralesgamuwa UC,2013-01-30,MSW,25920
Boralesgamuwa UC,2013-01-31,MSW,28630
Boralesgamuwa UC,2013-02-01,MSW,33660
Boralesgamuwa UC,2013-02-02,MSW,16030
Boralesgamuwa UC,2013-02-03,MSW,21810
Boralesgamuwa UC,2013-02-04,MSW,33090
Boralesgamuwa UC,2013-02-05,MSW,37200
Boralesgamuwa UC,2013-02-06,MSW,6290
Boralesgamuwa UC,2013-02-07,MSW,28890
Boralesgamuwa UC,2013-02-08,MSW,25300
Boralesgamuwa UC,2013-02-09,MSW,22910
Boralesgamuwa UC,2013-02-10,MSW,32100
Boralesgamuwa UC,2013-02-11,MSW,21050
Boralesgamuwa UC,2013-02-12,MSW,28210
Boralesgamuwa UC,2013-02-13,MSW,28610
Boralesgamuwa UC,2013-02-14,MSW,30090
Boralesgamuwa UC,2013-02-15,MSW,21730
Boralesgamuwa UC,2013-02-16,MSW,24910
Boralesgamuwa UC,2013-02-17,MSW,7450
Boralesgamuwa UC,2013-02-18,MSW,21720
Boralesgamuwa UC,2013-02-19,MSW,25590
Boralesgamuwa UC,2013-02-20,MSW,29510
Boralesgamuwa UC,2013-02-21,MSW,25240
Boralesgamuwa UC,2013-02-22,MSW,26470
Boralesgamuwa UC,2013-02-23,MSW,18960
Boralesgamuwa UC,2013-02-24,MSW,12170
Boralesgamuwa UC,2013-02-25,MSW,10130
Boralesgamuwa UC,2013-02-26,MSW,30810
Boralesgamuwa UC,2013-02-27,MSW,34560
Boralesgamuwa UC,2013-02-28,MSW,27410
Boralesgamuwa UC,2013-03-01,MSW,38630
Boralesgamuwa UC,2013-03-02,MSW,6640
Boralesgamuwa UC,2013-03-03,MSW,8650
Boralesgamuwa UC,2013-03-04,MSW,28020
Boralesgamuwa UC,2013-03-05,MSW,12950
Boralesgamuwa UC,2013-03-06,MSW,22370
Boralesgamuwa UC,2013-03-07,MSW,33300
Boralesgamuwa UC,2013-03-08,MSW,24890
Boralesgamuwa UC,2013-03-09,MSW,32160
Boralesgamuwa UC,2013-03-10,MSW,30400
Boralesgamuwa UC,2013-03-11,MSW,6660
Boralesgamuwa UC,2013-03-12,MSW,31170
Boralesgamuwa UC,2013-03-13,MSW,25720
Boralesgamuwa UC,2013-03-14,MSW,27500
Boralesgamuwa UC,2013-03-15,MSW,26540
Boralesgamuwa UC,2013-03-16,MSW,21020
Boralesgamuwa UC,2013-03-17,MSW,7160
Boralesgamuwa UC,2013-03-18,MSW,19580
Boralesgamuwa UC,2013-03-19,MSW,33550
Boralesgamuwa UC,2013-03-20,MSW,30120
Boralesgamuwa UC,2013-03-21,MSW,29090
Boralesgamuwa UC,2013-03-22,MSW,28600
Boralesgamuwa UC,2013-03-23,MSW,20120
Boralesgamuwa UC,2013-03-24,MSW,8520
Boralesgamuwa UC,2013-03-25,MSW,21380
Boralesgamuwa UC,2013-03-26,MSW,23620
Boralesgamuwa UC,2013-03-27,MSW,33380
Boralesgamuwa UC,2013-03-28,MSW,26380
Boralesgamuwa UC,2013-03-29,MSW,29490
Boralesgamuwa UC,2013-03-30,MSW,31730
Boralesgamuwa UC,2013-03-31,MSW,8930
Boralesgamuwa UC,2013-04-01,MSW,23180
Boralesgamuwa UC,2013-04-02,MSW,10540
Boralesgamuwa UC,2013-04-03,MSW,20250
Boralesgamuwa UC,2013-04-04,MSW,23340
Boralesgamuwa UC,2013-04-05,MSW,38580
Boralesgamuwa UC,2013-04-06,MSW,35500
Boralesgamuwa UC,2013-04-07,MSW,29940
Boralesgamuwa UC,2013-04-08,MSW,11580
Boralesgamuwa UC,2013-04-09,MSW,33110
Boralesgamuwa UC,2013-04-10,MSW,27250
Boralesgamuwa UC,2013-04-11,MSW,29970
Boralesgamuwa UC,2013-04-12,MSW,30330
Boralesgamuwa UC,2013-04-13,MSW,23650
Boralesgamuwa UC,2013-04-14,MSW,5330
Boralesgamuwa UC,2013-04-15,MSW,6650
Boralesgamuwa UC,2013-04-16,MSW,28140
Boralesgamuwa UC,2013-04-17,MSW,26400
Boralesgamuwa UC,2013-04-18,MSW,25870
Boralesgamuwa UC,2013-04-19,MSW,31600
Boralesgamuwa UC,2013-04-20,MSW,12880
Boralesgamuwa UC,2013-04-21,MSW,8410
Boralesgamuwa UC,2013-04-22,MSW,21600
Boralesgamuwa UC,2013-04-23,MSW,28780
Boralesgamuwa UC,2013-04-24,MSW,26350
Boralesgamuwa UC,2013-04-25,MSW,22790
Boralesgamuwa UC,2013-04-26,MSW,39240
Boralesgamuwa UC,2013-04-27,MSW,16950
Boralesgamuwa UC,2013-04-28,MSW,6040
Boralesgamuwa UC,2013-04-29,MSW,23630
Boralesgamuwa UC,2013-04-30,MSW,29220
Boralesgamuwa UC,2013-05-01,MSW,35480
Boralesgamuwa UC,2013-05-02,MSW,24250
Boralesgamuwa UC,2013-05-03,MSW,27520
Boralesgamuwa UC,2013-05-04,MSW,32450
Boralesgamuwa UC,2013-05-05,MSW,17340
Boralesgamuwa UC,2013-05-06,MSW,34910
Boralesgamuwa UC,2013-05-07,MSW,30150
Boralesgamuwa UC,2013-05-08,MSW,23870
Boralesgamuwa UC,2013-05-09,MSW,27230
Boralesgamuwa UC,2013-05-10,MSW,22170
Boralesgamuwa UC,2013-05-11,MSW,31710
Boralesgamuwa UC,2013-05-12,MSW,34740
Boralesgamuwa UC,2013-05-13,MSW,20520
Boralesgamuwa UC,2013-05-14,MSW,33650
Boralesgamuwa UC,2013-05-15,MSW,30530
Boralesgamuwa UC,2013-05-16,MSW,36090
Boralesgamuwa UC,2013-05-17,MSW,27400
Boralesgamuwa UC,2013-05-18,MSW,21940
Boralesgamuwa UC,2013-05-19,MSW,8180
Boralesgamuwa UC,2013-05-20,MSW,16650
Boralesgamuwa UC,2013-05-21,MSW,38690
Boralesgamuwa UC,2013-05-22,MSW,28590
Boralesgamuwa UC,2013-05-23,MSW,29830
Boralesgamuwa UC,2013-05-24,MSW,23390
Boralesgamuwa UC,2013-05-25,MSW,21090
Boralesgamuwa UC,2013-05-26,MSW,12700
Boralesgamuwa UC,2013-05-27,MSW,33070
Boralesgamuwa UC,2013-05-28,MSW,39960
Boralesgamuwa UC,2013-05-29,MSW,28120
Boralesgamuwa UC,2013-05-30,MSW,30060
Boralesgamuwa UC,2013-05-31,MSW,19550
Boralesgamuwa UC,2013-06-01,MSW,15950
Boralesgamuwa UC,2013-06-02,MSW,37050
Boralesgamuwa UC,2013-06-03,MSW,20630
Boralesgamuwa UC,2013-06-04,MSW,22630
Boralesgamuwa UC,2013-06-05,MSW,25350
Boralesgamuwa UC,2013-06-06,MSW,29870
Boralesgamuwa UC,2013-06-07,MSW,24250
Boralesgamuwa UC,2013-06-08,MSW,31970
Boralesgamuwa UC,2013-06-09,MSW,16720
Boralesgamuwa UC,2013-06-10,MSW,7770
Boralesgamuwa UC,2013-06-11,MSW,37120
Boralesgamuwa UC,2013-06-12,MSW,29390
Boralesgamuwa UC,2013-06-13,MSW,31900
Boralesgamuwa UC,2013-06-14,MSW,33110
Boralesgamuwa UC,2013-06-15,MSW,28900
Boralesgamuwa UC,2013-06-16,MSW,12820
Boralesgamuwa UC,2013-06-17,MSW,23400
Boralesgamuwa UC,2013-06-18,MSW,34630
Boralesgamuwa UC,2013-06-19,MSW,27020
Boralesgamuwa UC,2013-06-20,MSW,31570
Boralesgamuwa UC,2013-06-21,MSW,29610
