area,date,waste_type,weight
Moratuwa MC,2017-08-22,Bulky Waste,3180
Moratuwa MC,2017-08-22,Industrial Waste,2880
Moratuwa MC,2017-08-22,MSW,9900
Moratuwa MC,2017-08-22,Slaghter House Waste,970
Moratuwa MC,2017-08-22,Soil With Waste,4330
Moratuwa MC,2017-08-22,Sorted Organic Waste,57550
Moratuwa MC,2017-08-23,Bulky Waste,9330
Moratuwa MC,2017-08-23,Industrial Waste,3700
Moratuwa MC,2017-08-23,MSW,8300
Moratuwa MC,2017-08-23,Soil With Waste,9370
Moratuwa MC,2017-08-23,Sorted Organic Waste,46770
Moratuwa MC,2017-08-24,Bulky Waste,6330
Moratuwa MC,2017-08-24,MSW,11810
Moratuwa MC,2017-08-24,Soil With Waste,1450
Moratuwa MC,2017-08-24,Sorted Organic Waste,52830
Moratuwa MC,2017-08-25,Bulky Waste,2260
Moratuwa MC,2017-08-25,MSW,10580
Moratuwa MC,2017-08-25,Sanitary Waste,980
Moratuwa MC,2017-08-25,Slaghter House Waste,1230
Moratuwa MC,2017-08-25,Soil With Waste,9200
Moratuwa MC,2017-08-25,Sorted Organic Waste,47050
Moratuwa MC,2017-08-26,Bulky Waste,960
Moratuwa MC,2017-08-26,MSW,95070
Moratuwa MC,2017-08-26,Slaghter House Waste,1680
Moratuwa MC,2017-08-26,Soil With Waste,13910
Moratuwa MC,2017-08-26,Sorted Organic Waste,2800
Moratuwa MC,2017-08-27,Bulky Waste,1720
Moratuwa MC,2017-08-27,MSW,70720
Moratuwa MC,2017-08-27,Slaghter House Waste,1350
Moratuwa MC,2017-08-27,Soil With Waste,3330
Moratuwa MC,2017-08-28,Bulky Waste,2580
Moratuwa MC,2017-08-28,Industrial Waste,4300
Moratuwa MC,2017-08-28,MSW,5890
Moratuwa MC,2017-08-28,Slaghter House Waste,1630
Moratuwa MC,2017-08-28,Soil With Waste,2280
Moratuwa MC,2017-08-28,Sorted Organic Waste,55100
Moratuwa MC,2017-08-29,Bulky Waste,5360
Moratuwa MC,2017-08-29,Industrial Waste,3230
Moratuwa MC,2017-08-29,MSW,6650
Moratuwa MC,2017-08-29,Slaghter House Waste,1450
Moratuwa MC,2017-08-29,Sorted Organic Waste,65220
Moratuwa MC,2017-08-30,Bulky Waste,5810
Moratuwa MC,2017-08-30,Industrial Waste,4330
Moratuwa MC,2017-08-30,MSW,21890
Moratuwa MC,2017-08-30,Slaghter House Waste,1510
Moratuwa MC,2017-08-30,Soil With Waste,2290
Moratuwa MC,2017-08-30,Sorted Organic Waste,41960
Moratuwa MC,2017-08-31,Bulky Waste,1230
Moratuwa MC,2017-08-31,MSW,3350
Moratuwa MC,2017-08-31,Slaghter House Waste,1360
Moratuwa MC,2017-08-31,Soil With Waste,4460
Moratuwa MC,2017-08-31,Sorted Organic Waste,48300
Moratuwa MC,2017-09-01,Bulky Waste,2770
Moratuwa MC,2017-09-01,MSW,13070
Moratuwa MC,2017-09-01,Sanitary Waste,1350
Moratuwa MC,2017-09-01,Slaghter House Waste,1620
Moratuwa MC,2017-09-01,Soil With Waste,4390
Moratuwa MC,2017-09-01,Sorted Organic Waste,50750
Moratuwa MC,2017-09-02,Bulky Waste,5090
Moratuwa MC,2017-09-02,Industrial Waste,5540
Moratuwa MC,2017-09-02,MSW,2990
Moratuwa MC,2017-09-02,Sanitary Waste,990
Moratuwa MC,2017-09-02,Slaghter House Waste,770
Moratuwa MC,2017-09-02,Soil With Waste,3420
Moratuwa MC,2017-09-02,Sorted Organic Waste,42490
Moratuwa MC,2017-09-03,Bulky Waste,680
Moratuwa MC,2017-09-03,Industrial Waste,6330
Moratuwa MC,2017-09-03,MSW,3320
Moratuwa MC,2017-09-03,Slaghter House Waste,1500
Moratuwa MC,2017-09-03,Soil With Waste,8010
Moratuwa MC,2017-09-03,Sorted Organic Waste,53610
Moratuwa MC,2017-09-04,Industrial Waste,3180
Moratuwa MC,2017-09-04,Indutrial Sludge Waste,1790
Moratuwa MC,2017-09-04,MSW,82510
Moratuwa MC,2017-09-04,Slaghter House Waste,2210
Moratuwa MC,2017-09-04,Soil With Waste,2610
Moratuwa MC,2017-09-05,Bulky Waste,950
Moratuwa MC,2017-09-05,Industrial Waste,6810
Moratuwa MC,2017-09-05,MSW,9100
Moratuwa MC,2017-09-05,Sanitary Waste,1450
Moratuwa MC,2017-09-05,Soil With Waste,5950
Moratuwa MC,2017-09-05,Sorted Organic Waste,60750
Moratuwa MC,2017-09-06,Bulky Waste,2490
Moratuwa MC,2017-09-06,Industrial Waste,4270
Moratuwa MC,2017-09-06,MSW,12070
Moratuwa MC,2017-09-06,Slaghter House Waste,1850
Moratuwa MC,2017-09-06,Soil With Waste,8160
Moratuwa MC,2017-09-06,Sorted Organic Waste,58000
Moratuwa MC,2017-09-07,Bulky Waste,1320
Moratuwa MC,2017-09-07,MSW,87140
Moratuwa MC,2017-09-07,Slaghter House Waste,2820
Moratuwa MC,2017-09-07,Soil With Waste,5730
Moratuwa MC,2017-09-08,Bulky Waste,8090
Moratuwa MC,2017-09-08,Industrial Waste,4360
Moratuwa MC,2017-09-08,MSW,14430
Moratuwa MC,2017-09-08,Slaghter House Waste,1430
Moratuwa MC,2017-09-08,Sorted Organic Waste,45900
Moratuwa MC,2017-09-09,Bulky Waste,7890
Moratuwa MC,2017-09-09,C&D Waste,2840
Moratuwa MC,2017-09-09,MSW,114350
Moratuwa MC,2017-09-09,Slaghter House Waste,1640
Moratuwa MC,2017-09-09,Soil With Waste,2040
Moratuwa MC,2017-09-09,Sorted Organic Waste,5130
Moratuwa MC,2017-09-10,Bulky Waste,5810
Moratuwa MC,2017-09-10,Industrial Waste,5500
Moratuwa MC,2017-09-10,MSW,6950
Moratuwa MC,2017-09-10,Slaghter House Waste,1170
Moratuwa MC,2017-09-10,Sorted Organic Waste,54680
Moratuwa MC,2017-09-11,Bulky Waste,6820
Moratuwa MC,2017-09-11,MSW,11820
Moratuwa MC,2017-09-11,Slaghter House Waste,2480
Moratuwa MC,2017-09-11,Soil With Waste,3220
Moratuwa MC,2017-09-11,Sorted Organic Waste,58910
Moratuwa MC,2017-09-12,Bulky Waste,5090
Moratuwa MC,2017-09-12,MSW,103490
Moratuwa MC,2017-09-12,Slaghter House Waste,3480
Moratuwa MC,2017-09-12,Soil With Waste,2670
Moratuwa MC,2017-09-13,Bulky Waste,390
Moratuwa MC,2017-09-13,Industrial Waste,4750
Moratuwa MC,2017-09-13,MSW,14980
Moratuwa MC,2017-09-13,Slaghter House Waste,1170
Moratuwa MC,2017-09-13,Soil With Waste,9350
Moratuwa MC,2017-09-13,Sorted Organic Waste,64470
Moratuwa MC,2017-09-14,Bulky Waste,3850
Moratuwa MC,2017-09-14,MSW,8600
Moratuwa MC,2017-09-14,Slaghter House Waste,1930
Moratuwa MC,2017-09-14,Soil With Waste,4680
Moratuwa MC,2017-09-14,Sorted Organic Waste,63360
Moratuwa MC,2017-09-15,Bulky Waste,7350
Moratuwa MC,2017-09-15,Industrial Waste,2980
Moratuwa MC,2017-09-15,MSW,7410
Moratuwa MC,2017-09-15,Sanitary Waste,920
Moratuwa MC,2017-09-15,Slaghter House Waste,1250
Moratuwa MC,2017-09-15,Soil With Waste,480
Moratuwa MC,2017-09-15,Sorted Organic Waste,53220
Moratuwa MC,2017-09-16,Bulky Waste,2600
Moratuwa MC,2017-09-16,MSW,117910
Moratuwa MC,2017-09-16,Slaghter House Waste,1670
Moratuwa MC,2017-09-16,Sorted Organic Waste,5330
Moratuwa MC,2017-09-17,Bulky Waste,5230
Moratuwa MC,2017-09-17,MSW,104540
Moratuwa MC,2017-09-17,Slaghter House Waste,1730
Moratuwa MC,2017-09-17,Soil With Waste,4030
Moratuwa MC,2017-09-18,Bulky Waste,1980
Moratuwa MC,2017-09-18,Industrial Waste,4950
Moratuwa MC,2017-09-18,MSW,5110
Moratuwa MC,2017-09-18,Slaghter House Waste,1340
Moratuwa MC,2017-09-18,Sorted Organic Waste,58960
Moratuwa MC,2017-09-19,Bulky Waste,2580
Moratuwa MC,2017-09-19,Industrial Waste,3540
Moratuwa MC,2017-09-19,MSW,9430
Moratuwa MC,2017-09-19,Sanitary Waste,1050
Moratuwa MC,2017-09-19,Slaghter House Waste,1030
Moratuwa MC,2017-09-19,Soil With Waste,5440
Moratuwa MC,2017-09-19,Sorted Organic Waste,58970
Moratuwa MC,2017-09-20,Bulky Waste,4260
Moratuwa MC,2017-09-20,Industrial Waste,5960
Moratuwa MC,2017-09-20,MSW,15070
Moratuwa MC,2017-09-20,Slaghter House Waste,1130
Moratuwa MC,2017-09-20,Sorted Organic Waste,53280
Moratuwa MC,2017-09-21,Bulky Waste,3390
Moratuwa MC,2017-09-21,MSW,6990
Moratuwa MC,2017-09-21,Slaghter House Waste,1100
Moratuwa MC,2017-09-21,Soil With Waste,6850
Moratuwa MC,2017-09-21,Sorted Organic Waste,55090
Moratuwa MC,2017-09-22,Bulky Waste,5290
Moratuwa MC,2017-09-22,MSW,14990
Moratuwa MC,2017-09-22,Slaghter House Waste,1950
Moratuwa MC,2017-09-22,Soil With Waste,6370
Moratuwa MC,2017-09-22,Sorted Organic Waste,56770
Moratuwa MC,2017-09-23,Bulky Waste,4050
Moratuwa MC,2017-09-23,MSW,110060
Moratuwa MC,2017-09-23,Slaghter House Waste,1520
Moratuwa MC,2017-09-23,Soil With Waste,2630
Moratuwa MC,2017-09-23,Sorted Organic Waste,4960
Moratuwa MC,2017-09-24,Bulky Waste,350
Moratuwa MC,2017-09-24,MSW,87210
Moratuwa MC,2017-09-24,Slaghter House Waste,1170
Moratuwa MC,2017-09-24,Soil With Waste,8360
Moratuwa MC,2017-09-25,Bulky Waste,3900
Moratuwa MC,2017-09-25,Industrial Waste,4890
Moratuwa MC,2017-09-25,MSW,2730
Moratuwa MC,2017-09-25,Slaghter House Waste,1360
Moratuwa MC,2017-09-25,Soil With Waste,7510
Moratuwa MC,2017-09-25,Sorted Organic Waste,54070
Moratuwa MC,2017-09-26,Bulky Waste,4090
Moratuwa MC,2017-09-26,Industrial Waste,4530
Moratuwa MC,2017-09-26,MSW,9990
Moratuwa MC,2017-09-26,Sanitary Waste,610
Moratuwa MC,2017-09-26,Slaghter House Waste,1270
Moratuwa MC,2017-09-26,Soil With Waste,11910
Moratuwa MC,2017-09-26,Sorted Organic Waste,56780
Moratuwa MC,2017-09-27,Bulky Waste,4830
Moratuwa MC,2017-09-27,Industrial Waste,3260
Moratuwa MC,2017-09-27,MSW,13940
Moratuwa MC,2017-09-27,Slaghter House Waste,1550
Moratuwa MC,2017-09-27,Soil With Waste,3310
Moratuwa MC,2017-09-27,Sorted Organic Waste,24590
Moratuwa MC,2017-09-28,Bulky Waste,5200
Moratuwa MC,2017-09-28,Industrial Waste,3720
Moratuwa MC,2017-09-28,MSW,5810
Moratuwa MC,2017-09-28,Slaghter House Waste,3830
Moratuwa MC,2017-09-28,Soil With Waste,12770
Moratuwa MC,2017-09-28,Sorted Organic Waste,69880
Moratuwa MC,2017-09-29,Bulky Waste,3200
Moratuwa MC,2017-09-29,MSW,28960
Moratuwa MC,2017-09-29,Sanitary Waste,1090
Moratuwa MC,2017-09-29,Slaghter House Waste,2660
Moratuwa MC,2017-09-29,Soil With Waste,7810
Moratuwa MC,2017-09-29,Sorted Organic Waste,54680
Moratuwa MC,2017-09-30,Bulky Waste,1370
Moratuwa MC,2017-09-30,C&D Waste,2690
Moratuwa MC,2017-09-30,MSW,46980
Moratuwa MC,2017-09-30,Slaghter House Waste,1640
Moratuwa MC,2017-09-30,Sorted Organic Waste,2980
Moratuwa MC,2017-10-01,Bulky Waste,10210
Moratuwa MC,2017-10-01,Industrial Waste,4780
Moratuwa MC,2017-10-01,MSW,13270
Moratuwa MC,2017-10-01,Saw Dust,2240
Moratuwa MC,2017-10-01,Slaghter House Waste,1180
Moratuwa MC,2017-10-01,Sorted Organic Waste,37080
Moratuwa MC,2017-10-02,Bulky Waste,2690
Moratuwa MC,2017-10-02,Industrial Waste,1550
Moratuwa MC,2017-10-02,MSW,8440
Moratuwa MC,2017-10-02,Soil With Waste,430
Moratuwa MC,2017-10-02,Sorted Organic Waste,36100
Moratuwa MC,2017-10-03,Bulky Waste,3050
Moratuwa MC,2017-10-03,Industrial Waste,8230
Moratuwa MC,2017-10-03,MSW,7370
Moratuwa MC,2017-10-03,Sanitary Waste,1210
Moratuwa MC,2017-10-03,Slaghter House Waste,1500
Moratuwa MC,2017-10-03,Sorted Organic Waste,32850
Moratuwa MC,2017-10-04,Bulky Waste,500
Moratuwa MC,2017-10-04,Industrial Waste,6000
Moratuwa MC,2017-10-04,MSW,26410
Moratuwa MC,2017-10-04,Sorted Organic Waste,46180
Moratuwa MC,2017-10-05,Bulky Waste,610
Moratuwa MC,2017-10-05,Industrial Waste,3900
Moratuwa MC,2017-10-05,MSW,6700
Moratuwa MC,2017-10-05,Slaghter House Waste,120
Moratuwa MC,2017-10-05,Sorted Organic Waste,24940
Moratuwa MC,2017-10-06,Bulky Waste,1420
Moratuwa MC,2017-10-06,Industrial Waste,3890
Moratuwa MC,2017-10-06,MSW,96900
Moratuwa MC,2017-10-06,Slaghter House Waste,1200
Moratuwa MC,2017-10-06,Soil With Waste,10490
Moratuwa MC,2017-10-06,Sorted Organic Waste,6330
Moratuwa MC,2017-10-07,Bulky Waste,4320
Moratuwa MC,2017-10-07,Industrial Waste,2460
Moratuwa MC,2017-10-07,MSW,19330
Moratuwa MC,2017-10-07,Slaghter House Waste,3700
Moratuwa MC,2017-10-07,Soil With Waste,5390
Moratuwa MC,2017-10-07,Sorted Organic Waste,65500
Moratuwa MC,2017-10-08,Bulky Waste,11320
Moratuwa MC,2017-10-08,Industrial Waste,2150
Moratuwa MC,2017-10-08,MSW,5240
Moratuwa MC,2017-10-08,Slaghter House Waste,1390
Moratuwa MC,2017-10-08,Sorted Organic Waste,55880
Moratuwa MC,2017-10-09,MSW,103250
Moratuwa MC,2017-10-09,Slaghter House Waste,2090
Moratuwa MC,2017-10-09,Soil With Waste,14130
Moratuwa MC,2017-10-10,Bulky Waste,28300
Moratuwa MC,2017-10-10,Industrial Waste,3940
Moratuwa MC,2017-10-10,MSW,12190
Moratuwa MC,2017-10-10,Sanitary Waste,980
Moratuwa MC,2017-10-10,Slaghter House Waste,1330
Moratuwa MC,2017-10-10,Soil With Waste,12400
Moratuwa MC,2017-10-10,Sorted Organic Waste,68770
Moratuwa MC,2017-10-11,Bulky Waste,940
Moratuwa MC,2017-10-11,Sorted Organic Waste,17650
Moratuwa MC,2017-10-12,Bulky Waste,2200
Moratuwa MC,2017-10-12,MSW,100250
Moratuwa MC,2017-10-12,Slaghter House Waste,3040
Moratuwa MC,2017-10-12,Soil With Waste,4620
Moratuwa MC,2017-10-13,MSW,8740
Moratuwa MC,2017-10-13,Sanitary Waste,950
Moratuwa MC,2017-10-13,Soil With Waste,1770
Moratuwa MC,2017-10-13,Sorted Organic Waste,36260
Moratuwa MC,2017-10-14,Bulky Waste,10210
Moratuwa MC,2017-10-14,Industrial Waste,1090
Moratuwa MC,2017-10-14,MSW,109410
Moratuwa MC,2017-10-14,Slaghter House Waste,1850
Moratuwa MC,2017-10-14,Sorted Organic Waste,7800
Moratuwa MC,2017-10-15,Bulky Waste,2480
Moratuwa MC,2017-10-15,MSW,113910
Moratuwa MC,2017-10-15,Slaghter House Waste,1760
Moratuwa MC,2017-10-15,Soil With Waste,12620
Moratuwa MC,2017-10-16,Bulky Waste,720
Moratuwa MC,2017-10-16,Industrial Waste,2290
Moratuwa MC,2017-10-16,MSW,20930
Moratuwa MC,2017-10-16,Soil With Waste,12960
Moratuwa MC,2017-10-16,Sorted Organic Waste,38110
Moratuwa MC,2017-10-17,Industrial Waste,4050
Moratuwa MC,2017-10-17,MSW,12080
Moratuwa MC,2017-10-17,Sanitary Waste,1450
Moratuwa MC,2017-10-17,Soil With Waste,15600
Moratuwa MC,2017-10-17,Sorted Organic Waste,65680
Moratuwa MC,2017-10-18,Bulky Waste,6150
Moratuwa MC,2017-10-18,Industrial Waste,6270
Moratuwa MC,2017-10-18,MSW,6780
Moratuwa MC,2017-10-18,Soil With Waste,12400
Moratuwa MC,2017-10-18,Sorted Organic Waste,41450
Moratuwa MC,2017-10-19,C&D Waste,4650
Moratuwa MC,2017-10-19,MSW,8660
Moratuwa MC,2017-10-19,Soil With Waste,4550
Moratuwa MC,2017-10-19,Sorted Organic Waste,56200
Moratuwa MC,2017-10-20,Bulky Waste,4860
Moratuwa MC,2017-10-20,C&D Waste,9800
Moratuwa MC,2017-10-20,MSW,20050
Moratuwa MC,2017-10-20,Sanitary Waste,980
Moratuwa MC,2017-10-20,Slaghter House Waste,1150
Moratuwa MC,2017-10-20,Soil With Waste,8000
Moratuwa MC,2017-10-20,Sorted Organic Waste,55770
Moratuwa MC,2017-10-21,Bulky Waste,2140
Moratuwa MC,2017-10-21,MSW,104120
Moratuwa MC,2017-10-21,Slaghter House Waste,1760
Moratuwa MC,2017-10-21,Soil With Waste,10230
Moratuwa MC,2017-10-21,Sorted Organic Waste,3190
Moratuwa MC,2017-10-22,MSW,71710
Moratuwa MC,2017-10-22,Slaghter House Waste,1790
Moratuwa MC,2017-10-22,Soil With Waste,3310
Moratuwa MC,2017-10-23,Bulky Waste,6960
Moratuwa MC,2017-10-23,Industrial Waste,4610
Moratuwa MC,2017-10-23,MSW,9000
Moratuwa MC,2017-10-23,Sorted Organic Waste,50320
Moratuwa MC,2017-10-24,Industrial Waste,2720
Moratuwa MC,2017-10-24,MSW,13080
Moratuwa MC,2017-10-24,Sanitary Waste,800
Moratuwa MC,2017-10-24,Slaghter House Waste,1080
Moratuwa MC,2017-10-24,Soil With Waste,5710
Moratuwa MC,2017-10-24,Sorted Organic Waste,44480
Moratuwa MC,2017-10-25,Bulky Waste,1550
Moratuwa MC,2017-10-25,Industrial Waste,4010
Moratuwa MC,2017-10-25,MSW,16280
Moratuwa MC,2017-10-25,Soil With Waste,9880
Moratuwa MC,2017-10-25,Sorted Organic Waste,48760
Moratuwa MC,2017-10-26,Bulky Waste,12770
Moratuwa MC,2017-10-26,MSW,12530
Moratuwa MC,2017-10-26,Slaghter House Waste,1250
Moratuwa MC,2017-10-26,Soil With Waste,2480
Moratuwa MC,2017-10-26,Sorted Organic Waste,53610
Moratuwa MC,2017-10-27,Bulky Waste,2130
Moratuwa MC,2017-10-27,MSW,14560
Moratuwa MC,2017-10-27,Sanitary Waste,900
Moratuwa MC,2017-10-27,Slaghter House Waste,2850
Moratuwa MC,2017-10-27,Soil With Waste,4030
Moratuwa MC,2017-10-27,Sorted Organic Waste,50930
Moratuwa MC,2017-10-28,Bulky Waste,3960
Moratuwa MC,2017-10-28,MSW,91270
Moratuwa MC,2017-10-28,Slaghter House Waste,3170
Moratuwa MC,2017-10-28,Soil With Waste,430
Moratuwa MC,2017-10-28,Sorted Organic Waste,2870
Moratuwa MC,2017-10-29,Bulky Waste,5460
Moratuwa MC,2017-10-29,MSW,92640
Moratuwa MC,2017-10-30,Bulky Waste,5020
Moratuwa MC,2017-10-30,Industrial Waste,5170
Moratuwa MC,2017-10-30,MSW,32630
Moratuwa MC,2017-10-30,Slaghter House Waste,2290
Moratuwa MC,2017-10-30,Soil With Waste,4670
Moratuwa MC,2017-10-30,Sorted Organic Waste,50830
Moratuwa MC,2017-10-31,Bulky Waste,1210
Moratuwa MC,2017-10-31,Industrial Waste,3340
Moratuwa MC,2017-10-31,MSW,18450
Moratuwa MC,2017-10-31,Slaghter House Waste,2610
Moratuwa MC,2017-10-31,Soil With Waste,4830
Moratuwa MC,2017-10-31,Sorted Organic Waste,58590
Moratuwa MC,2017-11-01,Bulky Waste,3540
Moratuwa MC,2017-11-01,MSW,20540
Moratuwa MC,2017-11-01,Sanitary Waste,710
Moratuwa MC,2017-11-01,Slaghter House Waste,1960
Moratuwa MC,2017-11-01,Soil With Waste,7330
Moratuwa MC,2017-11-01,Sorted Organic Waste,38960
Moratuwa MC,2017-11-02,Bulky Waste,400
Moratuwa MC,2017-11-02,Industrial Waste,10580
Moratuwa MC,2017-11-02,MSW,76040
Moratuwa MC,2017-11-02,Slaghter House Waste,1050
Moratuwa MC,2017-11-02,Soil With Waste,2850
Moratuwa MC,2017-11-03,Bulky Waste,1980
Moratuwa MC,2017-11-03,Industrial Waste,920
Moratuwa MC,2017-11-03,MSW,88280
Moratuwa MC,2017-11-03,Slaghter House Waste,1790
Moratuwa MC,2017-11-03,Soil With Waste,4140
Moratuwa MC,2017-11-03,Sorted Organic Waste,7810
Moratuwa MC,2017-11-04,Bulky Waste,3650
Moratuwa MC,2017-11-04,Industrial Waste,2490
Moratuwa MC,2017-11-04,MSW,47740
Moratuwa MC,2017-11-04,Slaghter House Waste,1520
Moratuwa MC,2017-11-04,Soil With Waste,1560
Moratuwa MC,2017-11-04,Sorted Organic Waste,33920
Moratuwa MC,2017-11-05,Industrial Waste,3780
Moratuwa MC,2017-11-05,MSW,1830
Moratuwa MC,2017-11-05,Soil With Waste,6350
Moratuwa MC,2017-11-05,Sorted Organic Waste,51560
Moratuwa MC,2017-11-06,Bulky Waste,2870
Moratuwa MC,2017-11-06,Industrial Waste,2460
Moratuwa MC,2017-11-06,MSW,93970
Moratuwa MC,2017-11-06,Slaghter House Waste,1880
Moratuwa MC,2017-11-06,Soil With Waste,7500
Moratuwa MC,2017-11-07,Bulky Waste,5280
Moratuwa MC,2017-11-07,Industrial Waste,3860
Moratuwa MC,2017-11-07,MSW,9290
Moratuwa MC,2017-11-07,Slaghter House Waste,2360
Moratuwa MC,2017-11-07,Soil With Waste,12680
Moratuwa MC,2017-11-07,Sorted Organic Waste,68340
Moratuwa MC,2017-11-08,Bulky Waste,1920
Moratuwa MC,2017-11-08,MSW,7300
Moratuwa MC,2017-11-08,Sanitary Waste,1130
Moratuwa MC,2017-11-08,Slaghter House Waste,1630
Moratuwa MC,2017-11-08,Soil With Waste,11630
Moratuwa MC,2017-11-08,Sorted Organic Waste,52710
Moratuwa MC,2017-11-09,Bulky Waste,1210
Moratuwa MC,2017-11-09,Industrial Waste,5050
Moratuwa MC,2017-11-09,MSW,10400
Moratuwa MC,2017-11-09,Slaghter House Waste,3240
Moratuwa MC,2017-11-09,Soil With Waste,12950
Moratuwa MC,2017-11-09,Sorted Organic Waste,60680
Moratuwa MC,2017-11-10,Industrial Waste,4090
Moratuwa MC,2017-11-10,MSW,15370
Moratuwa MC,2017-11-10,Slaghter House Waste,1310
Moratuwa MC,2017-11-10,Soil With Waste,7260
Moratuwa MC,2017-11-10,Sorted Organic Waste,36380
Moratuwa MC,2017-11-11,Bulky Waste,9590
Moratuwa MC,2017-11-11,MSW,99310
Moratuwa MC,2017-11-11,Slaghter House Waste,3430
Moratuwa MC,2017-11-11,Soil With Waste,2620
Moratuwa MC,2017-11-11,Sorted Organic Waste,5060
Moratuwa MC,2017-11-12,Bulky Waste,6360
Moratuwa MC,2017-11-12,Industrial Waste,4420
Moratuwa MC,2017-11-12,MSW,20500
Moratuwa MC,2017-11-12,Slaghter House Waste,2760
Moratuwa MC,2017-11-12,Soil With Waste,3490
Moratuwa MC,2017-11-12,Sorted Organic Waste,48440
Moratuwa MC,2017-11-13,Bulky Waste,1620
Moratuwa MC,2017-11-13,Industrial Waste,3990
Moratuwa MC,2017-11-13,MSW,20950
Moratuwa MC,2017-11-13,Slaghter House Waste,2670
Moratuwa MC,2017-11-13,Soil With Waste,6280
Moratuwa MC,2017-11-13,Sorted Organic Waste,40840
Moratuwa MC,2017-11-14,Bulky Waste,800
Moratuwa MC,2017-11-14,Industrial Waste,4400
Moratuwa MC,2017-11-14,MSW,16490
Moratuwa MC,2017-11-14,Slaghter House Waste,3180
Moratuwa MC,2017-11-14,Soil With Waste,2870
Moratuwa MC,2017-11-14,Sorted Organic Waste,52660
Moratuwa MC,2017-11-15,Industrial Waste,5180
Moratuwa MC,2017-11-15,MSW,14720
Moratuwa MC,2017-11-15,Slaghter House Waste,2440
Moratuwa MC,2017-11-15,Soil With Waste,10960
Moratuwa MC,2017-11-15,Sorted Organic Waste,47850
Moratuwa MC,2017-11-16,Bulky Waste,16470
Moratuwa MC,2017-11-16,MSW,10310
Moratuwa MC,2017-11-16,Slaghter House Waste,2610
Moratuwa MC,2017-11-16,Soil With Waste,3040
Moratuwa MC,2017-11-16,Sorted Organic Waste,56350
Moratuwa MC,2017-11-17,Bulky Waste,7610
Moratuwa MC,2017-11-17,MSW,10390
Moratuwa MC,2017-11-17,Sanitary Waste,1330
Moratuwa MC,2017-11-17,Slaghter House Waste,2840
Moratuwa MC,2017-11-17,Soil With Waste,12020
Moratuwa MC,2017-11-17,Sorted Organic Waste,53190
Moratuwa MC,2017-11-18,Bulky Waste,11230
Moratuwa MC,2017-11-18,MSW,102850
Moratuwa MC,2017-11-18,Slaghter House Waste,3280
Moratuwa MC,2017-11-18,Soil With Waste,7250
Moratuwa MC,2017-11-18,Sorted Organic Waste,2490
Moratuwa MC,2017-11-19,Bulky Waste,4740
Moratuwa MC,2017-11-19,MSW,90090
Moratuwa MC,2017-11-19,Slaghter House Waste,3750
Moratuwa MC,2017-11-20,Bulky Waste,3050
Moratuwa MC,2017-11-20,Industrial Waste,4210
Moratuwa MC,2017-11-20,MSW,11020
Moratuwa MC,2017-11-20,Slaghter House Waste,2370
Moratuwa MC,2017-11-20,Soil With Waste,2520
Moratuwa MC,2017-11-20,Sorted Organic Waste,59770
Moratuwa MC,2017-11-21,Bulky Waste,3400
Moratuwa MC,2017-11-21,MSW,8860
Moratuwa MC,2017-11-21,Sanitary Waste,860
Moratuwa MC,2017-11-21,Slaghter House Waste,2800
Moratuwa MC,2017-11-21,Soil With Waste,3690
Moratuwa MC,2017-11-21,Sorted Organic Waste,55570
Moratuwa MC,2017-11-22,Bulky Waste,3690
Moratuwa MC,2017-11-22,Industrial Waste,5080
Moratuwa MC,2017-11-22,MSW,11160
Moratuwa MC,2017-11-22,Slaghter House Waste,2580
Moratuwa MC,2017-11-22,Sorted Organic Waste,43020
Moratuwa MC,2017-11-23,Bulky Waste,4820
Moratuwa MC,2017-11-23,MSW,14980
Moratuwa MC,2017-11-23,Slaghter House Waste,3090
Moratuwa MC,2017-11-23,Soil With Waste,33020
Moratuwa MC,2017-11-23,Sorted Organic Waste,50630
Moratuwa MC,2017-11-24,Bulky Waste,4130
Moratuwa MC,2017-11-24,MSW,17530
Moratuwa MC,2017-11-24,Sanitary Waste,1080
Moratuwa MC,2017-11-24,Soil With Waste,4260
Moratuwa MC,2017-11-24,Sorted Organic Waste,52900
Moratuwa MC,2017-11-25,Bulky Waste,350
Moratuwa MC,2017-11-25,MSW,99670
Moratuwa MC,2017-11-25,Slaghter House Waste,3800
Moratuwa MC,2017-11-25,Sorted Organic Waste,3030
Moratuwa MC,2017-11-26,MSW,105610
Moratuwa MC,2017-11-26,Slaghter House Waste,3800
Moratuwa MC,2017-11-26,Soil With Waste,20750
Moratuwa MC,2017-11-26,Sorted Organic Waste,1050
Moratuwa MC,2017-11-27,Bulky Waste,14690
Moratuwa MC,2017-11-27,Industrial Waste,4280
Moratuwa MC,2017-11-27,MSW,11880
Moratuwa MC,2017-11-27,Slaghter House Waste,2550
Moratuwa MC,2017-11-27,Sorted Organic Waste,56000
Moratuwa MC,2017-11-28,Bulky Waste,830
Moratuwa MC,2017-11-28,Industrial Waste,4210
Moratuwa MC,2017-11-28,MSW,9430
Moratuwa MC,2017-11-28,Sanitary Waste,700
Moratuwa MC,2017-11-28,Slaghter House Waste,2860
Moratuwa MC,2017-11-28,Soil With Waste,3650
Moratuwa MC,2017-11-28,Sorted Organic Waste,59270
Moratuwa MC,2017-11-29,Bulky Waste,3270
Moratuwa MC,2017-11-29,Industrial Waste,8250
